Region,Year,REG_ID,    Labour Force with Elementary Education (ISCED 0-2),    Labour Force with Secondary education (ISCED 3-4),    Labour Force with Tertiary education (ISCED 5-8),    Labour Force with Unknown Educational Level,    R&D Employment in Full-Time Equivalent by the Business Sector,    R&D Employment in Full-Time Equivalent by the Government Sector,    R&D Employment in Full-Time Equivalent by the Higher Education Sector,    R&D Employment in Full-Time Equivalent by the Private and Non-Profit Sector,"    R&D Expenditures Performed by the Business Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Business Sector (millions of current national currency),"    R&D Expenditures Performed by the Government Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Government Sector (millions of current national currency),"    R&D Expenditures Performed by the Higher Education Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Higher Education Sector (millions of current national currency),"    R&D Expenditures Performed by the Private and Non-Profit Sector (millions USD, constant prices, constant PPP, base year 2010)",    R&D Expenditures Performed by the Private and Non-Profit Sector (millions of current national currency),    R&D Female Employed by the Business Sector Rate (in % of Female employment),    R&D Female Employed by the Government Sector Rate (in % of Female employment),    R&D Female Employed by the Higher Education Sector Rate (in % of Female employment),    R&D Female Employed by the Private and Non-Profit Sector Rate (in % of Female employment),    R&D Female Personnel Employed by the Business Sector,    R&D Female Personnel Employed by the Government Sector,    R&D Female Personnel Employed by the Higher Education Sector,    R&D Female Personnel Employed by the Private and Non-Profit Sector,    R&D Personnel Employed by the Business Sector,    R&D Personnel Employed by the Business Sector Rate (in % of total employment),    R&D Personnel Employed by the Government Sector,    R&D Personnel Employed by the Government Sector Rate (in % of total employment),    R&D Personnel Employed by the Higher Education Sector,    R&D Personnel Employed by the Higher Education Sector Rate (in % of total employment),    R&D Personnel Employed by the Private and Non-Profit Sector,    R&D Personnel Employed by the Private and Non-Profit Sector Rate (in % of total employment),    Share of R&D Expenditures Performed by the Business Sector (in % of GDP),    Share of R&D Expenditures Performed by the Government Sector (in % of GDP),    Share of R&D Expenditures Performed by the Higher Education Sector (in % of GDP),    Share of R&D Expenditures Performed by the Private and Non-Profit Sector (in % of GDP),"    Share of R&D Female Employed by the Government Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Employed by the Higher Education Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Employed by the Private and Non-Profit Sector (in % of total R&D personnel, same sector)","    Share of R&D Female Personnel Employed by the Business Sector (in % of total R&D personnel, same sector)",    Student Enrolment at Elementary Level (ISCED 0-2),    Student Enrolment at Elementary Level Rate (in % of population),    Student Enrolment at Secondary Level (ISCED 3-4),    Student Enrolment at Secondary Level Rate (in % of population),    Student Enrolment at Tertiary Level (ISCED 5-6),    Student Enrolment at Tertiary Level Rate (in % of population),Employment in high-technology manufacturing,Employment in knowledge-intensive services,"Employment rate for 25 to 64 year-olds, below upper secondary education","Employment rate for 25 to 64 year-olds, with tertiary education","Employment rate for 25 to 64 year-olds, with upper secondary and post-secondary non-tertiary education",Labour Force Total,"PCT Patent Applications, count (fractional count; by inventor place of residence and priority year)","PCT co-patent applications, all count (total count; by inventor and priority year)",PCT patent applications in ICT - count,PCT patent applications in biotech - count,PCT patent applications in medical - count,PCT patent applications in nanotech - count,PCT patent applications in pharmaceuticals - count,PCT patent applications per million inhabitants (fractional count; by inventor and priority year) - level,R&D Female Personnel Rate (in % of Female employment),R&D Total Employment in Full-Time Equivalent,"R&D Total Expenditure (millions USD, constant prices, constant PPP, base year 2010)",R&D Total Expenditure (millions of current national currency),R&D Total Female Personnel,R&D Total Personnel,R&D Total Personnel Rate (in % of total employment),Share of Labour Force with Elementary Education (in % of labour force),Share of Labour Force with Secondary Education (in % of labour force),Share of Labour Force with Tertiary Education (in % of labour force),Share of R&D Female in R&D Total Personnel,Share of R&D Total Expenditure (in % of GDP),Share of employment in high-technology manufacturing (in % of total employment),Share of employment in knowledge-intensive services (as a share of total employment),Share of population 25 to 64 year-olds with tertiary education ,"Share of population 25 to 64 year-olds, below upper secondary education","Share of population 25 to 64 year-olds, with upper secondary and post-secondary non-tertiary education",Student Enrolment Total,"Total employment, all activities"
Romania,2005,ROU,2578300.0,6044300.0,1196400.0,,16157.0,10055.0,6803.0,207.0,714.76,588.54,491.2,404.46,167.97,161.79,35.07,28.88,0.18,0.14,0.15,0.0,7424.0,5708.0,6007.0,141.0,16647.0,0.18,10258.0,0.11,13889.0,0.15,241.0,0.0,0.21,0.14,0.06,0.01,55.64,43.25,58.51,44.6,2641520.0,12.4,1112030.0,5.2,738806.0,3.5,,,,,,9819000.0,31.8074,,9.7499,0.95,2.0,0.5,2.75,1.5,0.47,33222.0,1437.52,1183.66,19280.0,41035.0,0.45,26.3,61.6,12.2,46.98,0.41,,,11.1,26.9,62.0,4492350.0,
Romania,2006,ROU,2499000.0,6219000.0,1301500.0,,13761.0,8381.0,7101.0,97.0,833.63,759.225,556.12,506.479,260.49,277.382,24.94,22.716,0.15,0.11,0.19,0.0,6320.0,4568.0,7878.0,68.0,14438.0,0.16,8706.0,0.09,17444.0,0.19,170.0,0.0,0.22,0.15,0.08,0.01,52.47,45.16,40.0,43.77,2548900.0,12.0,1095470.0,5.2,834969.0,3.9,,,,,,10019600.0,43.3322,,17.6036,0.2857,2.0,0.3333,2.4857,2.0,0.44,29340.0,1719.26,1565.8,18834.0,40758.0,0.44,24.9,62.1,13.0,46.21,0.46,,,11.7,25.8,62.5,4479340.0,
Romania,2007,ROU,2502600.0,6162600.0,1329100.0,,13107.0,8786.0,6931.0,153.0,859.42,906.506,700.77,739.165,425.98,524.742,6.56,6.922,0.13,0.11,0.21,0.0,5591.0,4799.0,9072.0,82.0,13468.0,0.14,9185.0,0.1,19649.0,0.21,182.0,0.0,0.21,0.17,0.12,0.0,52.25,46.17,45.05,41.51,2491070.0,11.9,1069010.0,5.1,928175.0,4.4,,,,,,9994300.0,33.8988,,19.8739,0.7,2.0,0.3333,1.125,1.6,0.46,28977.0,2064.24,2177.34,19544.0,42484.0,0.45,25.0,61.7,13.3,46.0,0.51,,,12.0,25.0,63.0,4488250.0,
Romania,2008,ROU,2472600.0,6047300.0,1424700.0,,11525.0,10312.0,8433.0,120.0,729.75,893.0,997.62,1220.8,602.59,860.0,5.62,6.877,0.12,0.14,0.22,0.0,4926.0,5757.0,9211.0,94.0,12144.0,0.13,10795.0,0.12,20363.0,0.22,200.0,0.0,0.17,0.23,0.16,0.0,53.33,45.23,47.0,40.56,2440020.0,11.9,1057210.0,5.1,1056620.0,5.1,51200.0,1777800.0,,,,9944700.0,41.5545,,23.3545,0.6833,1.5,0.8333,1.1,2.0,0.47,30390.0,2435.78,2980.7,19988.0,43502.0,0.46,24.9,60.8,14.3,45.95,0.55,0.55,18.98,12.8,24.7,62.5,4553850.0,9369100.0
Romania,2009,ROU,2484700.0,5946500.0,1492900.0,,10758.0,8708.0,8824.0,108.0,743.52,947.047,645.92,822.725,392.94,583.055,3.2,4.08,0.1,0.11,0.25,0.0,4322.0,4647.0,10343.0,61.0,11147.0,0.12,9018.0,0.1,22126.0,0.24,129.0,0.0,0.18,0.15,0.11,0.0,51.53,46.75,47.29,38.77,2405190.0,11.8,1028700.0,5.1,1098190.0,5.4,53000.0,1832600.0,,,,9924100.0,42.8111,,15.2777,1.0,,,0.5,2.1,0.47,28398.0,1850.4,2356.91,19373.0,42420.0,0.46,25.0,59.9,15.0,45.67,0.44,0.57,19.83,13.2,25.3,61.4,4532080.0,9243500.0
Romania,2010,ROU,2365800.0,5555200.0,1443500.0,,8271.0,8704.0,9054.0,142.0,701.22,924.78,672.87,887.391,384.91,591.324,7.56,9.972,0.09,0.12,0.25,0.0,3285.0,4593.0,9653.0,108.0,8691.0,0.1,8987.0,0.1,21179.0,0.24,208.0,0.0,0.18,0.17,0.11,0.0,51.11,45.58,51.92,37.8,2385800.0,11.8,1015750.0,5.0,999523.0,4.9,46300.0,1725600.0,,,,9364500.0,39.8368,,15.0334,0.3333,4.5,,1.9285,2.0,0.46,26171.0,1830.01,2413.47,17639.0,39065.0,0.45,25.3,59.3,15.4,45.15,0.46,0.53,19.81,13.6,26.1,60.2,4401070.0,8712800.0
Romania,2011,ROU,2181300.0,5457100.0,1549200.0,,10002.0,10675.0,8879.0,193.0,733.91,1004.54,828.91,1134.57,398.77,637.208,7.69,10.52,0.12,0.14,0.25,0.0,4681.0,5301.0,9511.0,103.0,11575.0,0.14,11106.0,0.13,19461.0,0.23,221.0,0.0,0.18,0.2,0.11,0.0,47.73,48.87,46.61,40.44,2365180.0,11.7,991048.0,4.9,871842.0,4.3,55900.0,1757300.0,,,,9187600.0,54.2825,,17.1047,1.5834,6.4,1.0,0.4167,2.7,0.52,29749.0,2036.05,2786.83,19596.0,42363.0,0.5,23.7,59.4,16.9,46.26,0.5,0.66,20.61,14.6,25.5,59.9,4228070.0,8528100.0
Romania,2012,ROU,2148800.0,5474000.0,1609500.0,,10887.0,11381.0,8710.0,157.0,786.34,1119.43,825.55,1175.26,338.92,566.64,8.0,11.39,0.12,0.15,0.24,0.0,4752.0,5792.0,9103.0,127.0,11883.0,0.14,11867.0,0.14,18700.0,0.22,224.0,0.0,0.19,0.2,0.1,0.0,48.81,48.68,56.7,39.99,2303050.0,11.5,980616.0,4.9,705333.0,3.5,56900.0,1752500.0,,,,9232300.0,60.9769,,30.5574,1.0,2.9333,,1.4445,3.0,0.52,31135.0,2017.93,2872.73,19774.0,42674.0,0.5,23.3,59.3,17.4,46.34,0.48,0.66,20.37,15.3,24.6,60.1,3989000.0,8605100.0
Romania,2013,ROU,2113500.0,5439100.0,1649500.0,,10514.0,12336.0,9523.0,134.0,513.43,755.71,824.36,1213.37,281.06,485.963,6.62,9.739,0.12,0.17,0.24,0.0,4579.0,6307.0,9188.0,76.0,11512.0,0.13,12966.0,0.15,18716.0,0.22,181.0,0.0,0.12,0.19,0.08,0.0,48.64,49.09,41.99,39.78,1744190.0,8.7,944398.0,4.7,596801.0,3.0,66200.0,1721100.0,,,,9202100.0,75.7099,,31.1494,2.2345,4.5833,,1.3333,3.8,0.54,32507.0,1674.56,2464.78,20150.0,43375.0,0.51,23.0,59.1,17.9,46.46,0.39,0.77,20.13,15.6,24.3,60.2,,8549100.0
Romania,2014,ROU,2332600.0,5222900.0,1686900.0,,10437.0,11866.0,8966.0,122.0,707.43,1059.42,733.06,1097.8,221.23,388.96,6.33,9.483,0.12,0.16,0.24,0.0,4542.0,6125.0,9119.0,91.0,11681.0,0.14,12555.0,0.15,18517.0,0.21,210.0,0.0,0.16,0.16,0.06,0.0,48.79,49.25,43.33,38.88,1743250.0,8.8,905786.0,4.5,558714.0,2.8,67000.0,1723800.0,,,,9242400.0,76.8901,,34.9856,2.6,1.4084,,1.6667,3.9,0.53,31391.0,1706.55,2555.66,19877.0,42963.0,0.5,25.2,56.5,18.3,46.27,0.38,0.78,20.01,15.9,27.2,56.9,,8613700.0
Romania,2015,ROU,2083800.0,5277200.0,1798300.0,,10128.0,12080.0,9008.0,115.0,995.61,1529.87,865.65,1330.17,336.27,606.508,6.76,10.392,0.11,0.17,0.26,0.0,4035.0,6242.0,9488.0,148.0,11646.0,0.14,12621.0,0.15,18883.0,0.22,298.0,0.0,0.21,0.19,0.09,0.0,49.46,50.25,49.66,34.65,2310480.0,11.7,883417.0,4.5,522338.0,2.6,56700.0,1862400.0,,,,9159300.0,67.4726,,41.2751,2.05,1.3333,,1.8,3.4,0.54,31331.0,2262.72,3476.93,19913.0,43448.0,0.51,22.8,57.6,19.6,45.83,0.49,0.66,21.82,17.2,25.0,57.8,,8535400.0
Romania,2016,ROU,1872000.0,5314700.0,1791900.0,,10785.0,12663.0,8627.0,157.0,1288.31,2028.24,776.49,1222.47,,415.902,5.42,8.527,0.11,0.18,0.26,0.0,4152.0,6436.0,9592.0,170.0,11963.0,0.14,13116.0,0.16,18965.0,0.22,342.0,0.0,0.27,0.16,,0.0,49.07,50.58,49.71,34.71,,,,,,,60600.0,1862100.0,,,,8978600.0,,,,,,,,,0.56,32232.0,2334.39,3675.14,20350.0,44386.0,0.53,20.8,59.2,20.0,45.85,0.48,0.72,22.04,17.4,23.3,59.4,,8448800.0
Romania,2017,ROU,1829900.0,5467800.0,1822200.0,,11525.0,12500.0,,145.0,1485.74,2448.53,847.6,1396.85,,,7.58,12.49,0.11,0.17,,0.0,4324.0,6370.0,,69.0,12467.0,0.14,13050.0,0.15,,,183.0,0.0,0.29,0.16,,0.0,48.81,,37.7,34.68,,,,,,,68600.0,1935100.0,,,,9119900.0,,,,,,,,,0.54,32586.0,2619.57,4317.09,20535.0,44801.0,0.52,20.1,60.0,20.0,45.84,0.5,0.79,22.32,17.6,22.1,60.4,,8670600.0
Romania,2018,ROU,,,,,12081.0,11986.0,,171.0,1622.03,2830.2,837.22,1460.82,,,6.04,10.532,0.11,0.16,,0.0,4139.0,6131.0,,85.0,12958.0,0.15,12890.0,0.15,,,219.0,0.0,0.3,0.15,,0.0,47.56,,38.81,31.94,,,,,,,71100.0,1919000.0,,,,,,,,,,,,,0.54,31933.0,2733.34,4769.28,20172.0,44733.0,0.51,,,,45.09,0.5,0.82,22.09,17.8,21.5,60.7,,8688500.0
Romania,2019,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70500.0,1949800.0,,,,,,,,,,,,,,,,,,,,,,,,,0.81,22.46,18.4,21.0,60.6,,8680300.0
Russia,2000,RUS,8553400.0,25370800.0,39939600.0,,,,,,21054.5,54288.8,7271.18,18748.6,873.61,3489.3,66.09,170.4,,,,,,,,,590646.0,0.89,255850.0,0.39,40787.0,0.06,446.0,0.0,0.86,0.3,0.06,0.0,,,,,,,,,,,,,,,,73863800.0,572.896,,175.482,33.6535,48.4834,7.2222,35.7262,3.9,,,29745.0,76697.1,,887729.0,1.34,11.6,34.3,54.1,,1.22,,,,,,,
Russia,2001,RUS,6640070.0,26046800.0,39969000.0,,,,,,24628.7,73976.2,8516.37,25580.3,1179.45,5487.7,72.08,216.5,,,,,,,,,585416.0,0.89,256137.0,0.39,43463.0,0.07,552.0,0.0,0.94,0.33,0.07,0.0,,,,,,,,,,,,,,,,72655800.0,616.898,,167.314,44.6833,67.8333,8.6667,36.6333,4.2,,,35044.1,105261.0,,885568.0,1.34,9.1,35.8,55.0,,1.34,,,,,,,
Russia,2002,RUS,6321260.0,26422200.0,40742800.0,,,,,,27165.5,94336.2,9508.58,33020.0,1361.33,7322.9,93.67,325.3,,,,,,,,,568628.0,0.84,257462.0,0.38,44135.0,0.07,653.0,0.0,0.99,0.34,0.08,0.0,,,,,,,,,,,,,,,,73486300.0,571.707,,137.726,45.8262,61.264,3.9166,42.8028,3.9,,,38876.5,135005.0,,870878.0,1.29,8.6,36.0,55.4,,1.41,,,,,,,
Russia,2003,RUS,6295490.0,29228500.0,37907400.0,,,,,,29421.0,116248.0,10868.9,42944.9,1682.5,10297.7,94.12,371.9,,,,,,,,,558668.0,0.83,256098.0,0.38,43120.0,0.06,584.0,0.0,0.99,0.36,0.09,0.0,,,,,,,,,,,,,,,,73431300.0,609.653,,172.256,45.5622,42.8973,8.2083,51.8607,4.1,,,42990.2,169862.0,,858470.0,1.27,8.6,39.8,51.6,,1.44,,,,,,,
Russia,2004,RUS,5770420.0,30846700.0,37525900.0,,,,,,28491.7,135409.0,10424.9,49545.2,1452.91,10696.1,82.02,389.8,,,,,,,,,537473.0,0.79,258078.0,0.38,43414.0,0.06,373.0,0.0,0.88,0.32,0.07,0.0,,,,,,,,,,,,,,,,74143000.0,637.807,,200.845,35.1653,48.0215,7.3333,41.8584,4.4,,,41249.3,196040.0,,839338.0,1.23,7.8,41.6,50.6,,1.28,,,,,,,
Russia,2005,RUS,5709340.0,31227000.0,37825200.0,,524049.0,296428.0,97672.0,1567.0,27667.9,156880.0,10609.7,60158.2,1518.59,13338.0,72.13,409.0,,,,,,,,,496706.0,0.72,272718.0,0.39,43500.0,0.06,283.0,0.0,0.79,0.3,0.07,0.0,,,,,,,,,,,,,,,,74761500.0,748.399,,210.805,54.3285,54.3662,13.6167,71.4224,5.1,,919716.0,40702.1,230785.0,,813207.0,1.17,7.6,41.8,50.6,,1.16,,,,,,,
Russia,2006,RUS,5459870.0,31193300.0,38943200.0,,515319.0,297880.0,100990.0,2320.0,29475.8,192485.0,11936.8,77950.6,1743.77,17639.2,111.88,730.6,,,,,,,,,486613.0,0.69,274802.0,0.39,44473.0,0.06,1178.0,0.0,0.78,0.32,0.07,0.0,,,,,,,,,,,,,,,,75596400.0,809.611,,211.845,72.5032,69.5882,7.25,78.8637,5.6,,916509.0,44225.7,288805.0,,807066.0,1.15,7.2,41.3,51.5,,1.17,,,,,,,
Russia,2007,RUS,4753730.0,31441500.0,40304900.0,,507415.0,295851.0,105643.0,3383.0,32076.8,238386.0,14530.3,107985.0,2038.92,23471.9,166.49,1237.3,,,,,,,,,478401.0,0.67,272255.0,0.38,49059.0,0.07,1420.0,0.0,0.78,0.36,0.08,0.0,,,,,,,,,,,,,,,,76500100.0,832.776,,201.161,71.6162,71.112,11.4881,102.838,5.7,,912291.0,49931.9,371080.0,,801135.0,1.11,6.2,41.1,52.7,,1.22,,,,,,,
Russia,2008,RUS,4246400.0,30878000.0,41831600.0,,477284.0,282929.0,106816.0,2744.0,30936.9,271206.0,14814.6,129871.0,2125.91,28868.6,128.57,1127.1,,,,,,,,,451532.0,0.63,260854.0,0.36,47595.0,0.07,1271.0,0.0,0.74,0.35,0.08,0.0,,,,,,,,,,,,,,,,76956200.0,770.375,,180.386,49.2083,71.3826,12.8666,70.7083,5.3,,869772.0,49173.1,431073.0,,761252.0,1.05,5.5,40.1,54.4,,1.18,,,,,,,
Russia,2009,RUS,4165420.0,31382500.0,41389300.0,,454972.0,282207.0,106443.0,2320.0,33893.7,303051.0,16443.3,147023.0,2501.21,34642.2,125.02,1117.8,,,,,,,,,432415.0,0.61,260360.0,0.37,48498.0,0.07,1160.0,0.0,0.88,0.43,0.1,0.0,,,,,,,,,,,,,,,,76937200.0,816.566,,198.695,45.15,52.4476,18.7452,52.1519,5.6,,845942.0,54336.5,485834.0,,742433.0,1.05,5.4,40.8,53.8,,1.41,,,,,,,
Russia,2010,RUS,3654280.0,31040600.0,42036300.0,,444111.0,280506.0,113353.0,2022.0,31019.7,316702.0,15866.1,161988.0,2764.07,43714.0,95.31,973.1,,,,,,,,,423112.0,0.6,259007.0,0.36,53290.0,0.07,1131.0,0.0,0.78,0.4,0.11,0.0,,,,,,,,,,,,,,,,76731200.0,955.271,,222.06,70.1881,69.4952,18.543,109.063,6.6,,839992.0,51262.7,523377.0,,736540.0,1.04,4.8,40.5,54.8,,1.29,,,,,,,
Russia,2011,RUS,3572320.0,30694500.0,42760400.0,,439683.0,276341.0,121151.0,2007.0,31440.9,372089.0,15390.2,182135.0,3007.58,55134.9,90.21,1067.6,,,,,,,,,419752.0,0.58,254896.0,0.35,59454.0,0.08,1171.0,0.0,0.76,0.37,0.11,0.0,,,,,,,,,,,,,,,,77027200.0,1117.74,,330.996,62.402,69.9087,40.3838,85.0095,7.7,,839183.0,51580.1,610427.0,,735273.0,1.02,4.6,39.8,55.5,,1.25,,,,,,,
Russia,2012,RUS,3364800.0,30911300.0,42668500.0,,413796.0,292894.0,119360.0,2351.0,31625.9,408284.0,17449.3,225267.0,3252.85,65049.3,98.31,1269.1,,,,,,,,,394182.0,0.54,271579.0,0.37,60301.0,0.08,1201.0,0.0,0.76,0.42,0.12,0.0,,,,,,,,,,,,,,,,76944700.0,1171.12,,400.883,72.704,71.608,25.625,107.186,8.1,,828401.0,54212.2,699870.0,,727263.0,1.0,4.4,40.2,55.5,,1.3,,,,,,,
Russia,2013,RUS,3159370.0,30370800.0,43244900.0,,424063.0,282051.0,118971.0,1648.0,33392.4,454409.0,16675.6,226924.0,3203.38,67525.3,69.03,939.4,,,,,,,,,405268.0,0.56,262000.0,0.36,59116.0,0.08,645.0,0.0,0.78,0.39,0.12,0.0,,,,,,,,,,,,,,,,76775100.0,1137.46,,423.725,64.2809,55.6793,31.0715,89.099,7.8,,826733.0,55099.2,749798.0,,727029.0,1.0,4.1,39.6,56.3,,1.28,,,,,,,
Russia,2014,RUS,3080640.0,29828900.0,43786100.0,,423134.0,283161.0,121526.0,1369.0,34535.4,505210.0,17659.8,258341.0,3657.97,82890.7,74.13,1084.5,,,,,,,,,405529.0,0.56,263841.0,0.36,62283.0,0.09,621.0,0.0,0.79,0.41,0.13,0.0,,,,,,,,,,,,,,,,76695600.0,1073.77,,382.965,55.5095,66.9168,18.2667,77.704,7.4,,829190.0,57935.7,847527.0,,732274.0,1.01,4.0,38.9,57.1,,1.33,,,63.815,8.446,26.991,,
Russia,2015,RUS,3076680.0,29225600.0,44378300.0,,426372.0,283968.0,121680.0,1634.0,34228.4,541533.0,17960.4,284154.0,3579.78,87730.8,79.07,1250.9,,,,,,,,,408802.0,,265429.0,,63870.0,,756.0,,0.77,0.4,,0.0,,,,,,,,,,,,,51.084,,,76680600.0,955.318,,345.776,46.0174,72.5761,14.8333,79.9906,6.5,,833654.0,57813.1,914669.0,,738857.0,,4.0,38.1,57.9,,1.3,,,55.176,5.115,39.709,,
Russia,2016,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.965,80.393,70.44,,,,,,,,,,,,,,,,,,,,,,,,53.057,6.024,40.919,,
Russia,2017,RUS,,,,,389191.0,283620.0,,3716.0,,612961.0,,310030.0,,,,4227.4,,,,,,,,,377150.0,,268080.0,,,,2928.0,,0.76,0.38,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,778155.0,,1019150.0,,707887.0,,,,,,1.26,,,,,,,
Russia,2018,RUS,,,,,359385.0,289612.0,,1709.0,,571633.0,,354038.0,,,,3078.7,,,,,,,,,347080.0,,270357.0,,,,1070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758462.0,,1028250.0,,682580.0,,,,,,,,,,,,,
Slovak Republic,2000,SVK,241900.0,2060000.0,272200.0,,,,,,362.18,132.942,135.83,49.857,50.79,19.219,0.0,0.0,,,,,,,,,6417.0,0.31,4725.0,0.23,11114.0,0.53,,,0.42,0.16,0.06,0.0,,,,,882413.0,16.4,268414.0,5.0,135914.0,2.5,,,,,,2574100.0,37.4012,,4.4166,1.625,0.25,0.9,3.15,6.9,,,550.37,202.018,,22256.0,1.07,9.4,80.0,10.6,,0.64,,,10.3,16.2,73.5,1286740.0,
Slovak Republic,2001,SVK,234300.0,2103400.0,286800.0,,,,,,374.56,144.526,131.79,50.853,48.5,19.286,0.0,0.0,,,,,,,,,5978.0,0.28,4509.0,0.21,11510.0,0.54,,,0.42,0.15,0.06,0.0,,,,,855454.0,15.9,271033.0,5.0,143909.0,2.7,,,,,,2624500.0,22.6195,,6.9167,3.5777,,0.25,2.8361,4.2,,,556.33,214.665,,21997.0,1.04,8.9,80.1,10.9,,0.62,,,10.9,14.9,74.2,1270400.0,
Slovak Republic,2002,SVK,225000.0,2083300.0,289000.0,,,,,,337.19,135.232,139.21,55.832,46.26,19.12,0.08,0.033,0.19,0.25,0.5,0.0,1859.0,2409.0,4828.0,3.0,5425.0,0.26,4402.0,0.21,11192.0,0.53,6.0,0.0,0.36,0.15,0.05,0.0,54.73,43.14,50.0,34.27,828248.0,15.4,280851.0,5.2,152182.0,2.8,,,,,,2597400.0,38.8524,,6.6667,7.5262,,0.0,6.3928,7.2,0.94,,524.16,210.217,9099.0,21025.0,1.0,8.7,80.2,11.1,43.28,0.56,,,10.9,14.0,75.1,1261280.0,
Slovak Republic,2003,SVK,222400.0,2073100.0,319700.0,,,,,,304.35,128.56,174.3,73.624,70.35,30.638,0.16,0.066,0.17,0.24,0.53,0.0,1666.0,2419.0,5212.0,3.0,4545.0,0.21,4458.0,0.21,11917.0,0.55,8.0,0.0,0.31,0.18,0.07,0.0,54.26,43.74,37.5,36.66,803853.0,15.0,295318.0,5.5,158089.0,2.9,,,,,,2615200.0,37.5678,,6.2333,0.7333,2.4,0.25,3.275,7.0,0.94,,551.33,232.889,9300.0,20928.0,0.97,8.5,79.3,12.2,44.44,0.56,,,11.8,13.3,74.9,1257260.0,
Slovak Republic,2004,SVK,233500.0,2061100.0,345200.0,,,,,,254.61,113.722,157.85,70.504,100.95,46.505,1.04,0.465,0.16,0.21,0.62,0.0,1583.0,2077.0,5967.0,23.0,4642.0,0.22,4046.0,0.19,13442.0,0.63,87.0,0.0,0.25,0.15,0.1,0.0,51.33,44.39,26.44,34.1,779335.0,14.5,317345.0,5.9,164667.0,3.1,,,,,,2639800.0,32.0417,,4.5833,0.6667,1.0,0.0,2.25,6.0,1.0,,517.62,231.196,9650.0,22217.0,1.03,8.8,78.1,13.1,43.44,0.5,,,12.8,13.0,74.2,1261350.0,
Slovak Republic,2005,SVK,219300.0,2041200.0,384800.0,,3524.0,3717.0,7146.0,16.0,271.05,124.145,161.26,73.857,107.76,50.853,0.43,0.199,0.16,0.22,0.6,0.0,1565.0,2155.0,5939.0,3.0,4821.0,0.22,4252.0,0.19,13199.0,0.6,22.0,0.0,0.25,0.15,0.1,0.0,50.68,45.0,13.64,32.46,755063.0,14.1,317329.0,5.9,181419.0,3.4,,,,,,2645300.0,38.0036,,3.9524,0.4,1.0,0.0,2.25,7.1,0.98,14404.0,543.77,249.054,9662.0,22294.0,1.01,8.3,77.2,14.5,43.34,0.49,,,14.0,12.1,73.9,1253810.0,
Slovak Republic,2006,SVK,207100.0,2047700.0,402900.0,,3144.0,3732.0,8138.0,15.0,244.54,115.249,186.07,87.692,132.83,64.516,0.41,0.193,0.14,0.22,0.65,0.0,1406.0,2225.0,6541.0,3.0,4391.0,0.19,4315.0,0.19,14393.0,0.63,21.0,0.0,0.2,0.16,0.11,0.0,51.56,45.45,14.29,32.02,725811.0,13.5,309778.0,5.8,197943.0,3.7,,,,,,2657700.0,42.8445,,6.8333,3.5555,0.5,0.0,2.2277,8.0,1.01,15028.0,567.91,267.649,10175.0,23120.0,1.0,7.8,77.0,15.2,44.01,0.47,,,14.5,11.2,74.2,1233530.0,
Slovak Republic,2007,SVK,192100.0,2059000.0,402200.0,,2699.0,4214.0,8493.0,15.0,234.58,111.787,209.69,99.927,143.82,70.64,0.57,0.274,0.11,0.24,0.66,0.0,1189.0,2481.0,6796.0,2.0,3879.0,0.16,4761.0,0.2,14777.0,0.63,20.0,0.0,0.18,0.16,0.11,0.0,52.11,45.99,10.0,30.65,701408.0,13.1,303779.0,5.7,217952.0,4.1,,,,,,2653400.0,48.7346,,9.2501,1.3333,2.3333,1.0,3.1242,9.1,1.01,15421.0,593.08,282.63,10468.0,23437.0,0.99,7.2,77.6,15.2,44.66,0.45,,,14.4,10.9,74.7,1223140.0,
Slovak Republic,2008,SVK,181200.0,2086500.0,421800.0,,2743.0,4207.0,8609.0,18.0,276.86,135.709,211.77,103.803,151.97,76.762,0.38,0.186,0.1,0.24,0.64,0.0,1115.0,2526.0,6824.0,2.0,3789.0,0.16,4770.0,0.2,15060.0,0.62,22.0,0.0,0.2,0.15,0.11,0.0,52.96,45.31,9.09,29.43,678347.0,12.6,294820.0,5.5,229477.0,4.3,43300.0,719400.0,,,,2689400.0,34.0122,,15.4762,0.3333,2.8611,,1.2333,6.3,0.98,15576.0,645.62,316.459,10467.0,23641.0,0.97,6.7,77.6,15.7,44.27,0.46,1.78,29.57,14.8,10.1,75.2,1202640.0,2432900.0
